Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Paper Mario: The Thousand-Year Door,Nintendo Switch,E,"Mild Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,"This is an adventure role-playing game in which players help Mario rescue Princess Peach from an alien group. As players traverse whimsical worlds, they interact with characters and engage in turn-/puzzle-based combat against paper creatures. Players use various attacks (e.g., boot stomp, hammer strike, fire balls) against cartoony enemies that disappear into stars and coins. A handful of characters engage in brief flirtatious dialogue (e.g., “Aren''t you a fine specimen of a man”; “Perhaps if I…grabbed you and gave you a little sugar”), and/or are designed with large chests/exaggerated proportions."
Welcome to ParadiZe,"Windows PC, PlayStation 5, Xbox Series",M,"Blood and Gore,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a new resident of ParadiZe, a former safe haven during a zombie apocalypse. From a 3/4-overhead perspective, players must rebuild ParadiZe by searching for resources, completing objectives, and battling zombies in the surrounding wooded areas. Players use crafted weapons (e.g., air pump guns, bows, spears) and melee weapons (e.g., baseball bats, chainsaws) to kill roaming zombies in frenetic combat. Players can also perform finishing attacks (e.g., head stomp, head bash) on weakened zombies. Battles are accompanied by impact sounds, blood-splatter effects, and cries of pain. Several attacks result in decapitation and dismemberment, causing large blood stains and severed body parts to appear in the environment."
SANABI,Nintendo Switch,T,"Fantasy Violence,Language,Mild Blood",No Interactive Elements,"This is an action platformer in which players assume the role of a retired veteran trying to defeat a corrupt conglomerate in a dystopian city. From a 2D side-scrolling perspective, players use a prosthetic arm to grapple and swing between platforms while avoiding bullets/projectiles. Players can punch, crush, and strike robotic enemies and boss characters; gameplay is highlighted by gunfire, small explosions, and screen-shaking effects. In one silhouette-style cutscene, soldiers are dramatically killed, resulting in black blood-splatter effects. The words “sh*t” and “pr*ck” appear in the game."
Contraptions Collection,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
TEVI,"PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Mild Blood,Suggestive Themes",No Interactive Elements,"This is an action-adventure game in which players assume the role of an explorer (Tevi) battling evil in fantasy realms. From a 2D/side-scrolling perspective, players traverse platforms while collecting items and using swords/projectiles to defeat enemy characters. Enemies shoot several, continuous projectiles at players, while Tevi shoots projectiles from small floating orbs. Combat is highlighted by dwindling hit points and screen-shaking effects. One character appears bloodstained and wrapped in bandages. The game contains some suggestive material: a character wearing a low-cut top that exposes large amounts of cleavage; a woman referred to as “Busty Biggs”; dialogue such as ""...[M]y tempting little peach...Come back...when your fuzz grows a bit longer, that''s when I''ll know you''re ripe and juicy” and ""It also made them a little handsy.”)."
Hatsune Miku Logic Paint S,Nintendo Switch,E10+,Suggestive Themes,No Interactive Elements,No Rating Summary
Luigi''s Mansion 2 HD,Nintendo Switch,E,Mild Fantasy Violence,In-Game Purchases (Switch),"This is an adventure game in which players assume the role of Luigi as he retrieves mysterious artifacts. Players search haunted houses while using a flashlight and vacuum pack to suck up objects and capture ghosts. Some ghosts can punch Luigi, causing him to cry out, blink, and collapse to the ground. Other sequences allow players to shoot seeds at mice and launch cartoony bombs at enemy creatures."
Rise of the Ronin,PlayStation 5,M,"Blood and Gore,Language,Violence",Users Interact (PlayStation 5),"This is an action-adventure game in which players assume the role of a former assassin in ancient Japan (Edo period). Players explore an open-world environment to complete quests, interact with characters, and battle enemy forces. Players use samurai swords, bladed spears, pistols, and flame throwers to kill thugs and ninjas in melee-style combat. Players also have the ability to kill civilians, with no impact on players'' progress. Some attacks result in decapitation and/or dismemberment, with large blood-splatter effects and dismembered body parts on the ground. Players'' finishing moves depict enemies being dismembered at close range. The word “sh*t” appears in the game."
Cosmic Fantasy Collection,Nintendo Switch,T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes,Partial Nudity",No Interactive Elements,"This is a collection of two role-playing games in which players control Cosmic Hunter members as they battle space pirates in a fantasy setting. From a ¾-overhead perspective, players explore worlds, interact with characters, and battle human and fantastical enemies (e.g., plant creatures, hydras, ogres, zombies) in turn-based combat. Players use melee and magic attacks to defeat enemies; battles are highlighted by impact sounds and colorful light effects. Some enemies and characters are depicted with small amounts of blood on their faces and/or bodies. Some female characters are depicted with partially exposed breasts and/or exposed buttocks, with occasional panning/close-up camera angles; the dialogue also contains suggestive material (e.g., “We''ll just have a little fun before Garam has his way with you""; “Found a Dirty Magazine”; ""If you wanna grab something, mine are bigger than Rim''s!”). The word “bastard” appears in the game."
Gale of Windoria,"PlayStation 4, PlayStation 5",E10+,"Fantasy Violence,Mild Suggestive Themes","In-Game Purchases (PlayStation 4,PlayStation 5)",No Rating Summary
Captain ToonHead vs The Punks from Outer Space,PlayStation 5,T,"Fantasy Violence,Mild Language",No Interactive Elements,"This is a first-person shooter/tower-defense game in which players assume the role of a spaceship janitor trying to save Earth from evil forces. Players move between stationary positions as they build turrets and use fantasy weapons (blasters, flip-flops shooting projectiles, hammers emitting energy) to defeat energy-cube creatures. First-person combat can be frenetic at times, highlighted by laser gunfire, cries of pain, and large explosions. The words “a*s” and “bastard” appear in the game."
House Flipper 2,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",E,No Descriptors,"Users Interact (PC,Xbox Series,PlayStation 5)","This is a simulation game in which players buy and sell houses for profit. Players manage their finances, clean and renovate rooms, and purchase new fixtures and furnishings."
