Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Hunt: Showdown 1896,"Windows PC, PlayStation 5, Xbox Series",M,"Blood and Gore,Violence","Users Interact (PC,Xbox Series,PlayStation 5)In-Game Purchases (PC,Xbox Series,PlayStation 5)","This is a first-person monster hunting game set in a fantastical version of the Victorian era. Players use bladed bats, clubs, brass knuckles, and pistols to kill zombie-like creatures and human rivals. Combat is highlighted by impact sounds, gunfire, and blood-splatter effects. Some weapons allow players to cave in zombies'' heads or to cut off their limbs. One type of zombie explodes into blood and viscera when killed; another type is depicted wearing human skin as a cape."
Kunitsu-Gami: Path of the Goddess,Windows PC,T,"Mild Blood,Violence",In-Game Purchases (PC),"This is an action game in which players control a mystical warrior fighting alongside villagers to defend a shrine maiden in ancient Japan. From a pulled back third-person perspective, players use a katana blade to slash at demons and boss creatures; villagers use swords, arrows, and small cannons to attack enemies. Combat can be frenetic at times, with hordes of demons attacking at once. Fighting is highlighted by impact sounds, cries of pain, light effects, and occasional explosions. Some demons are depicted with sinewy or skeletal bodies/features and bloodstained limbs; one demon carries a bloodstained sword."
Wingspan: Special Edition,"PlayStation 5, Nintendo Switch",E,No Descriptors,"In-Game Purchases (Switch,PlayStation 5)",No Rating Summary
Lempo,Windows PC,E10+,"Alcohol Reference,Language,Mild Violence",Users Interact (PC)In-Game Purchases (PC),"This is a historical simulation game in which players assume the role of a ruler uniting ancient Chinese kingdoms. Players can expand their territories through politics, resource management, and warfare. Combat is depicted from an overhead perspective, with players deploying units (e.g., small soldiers, cavalry) on a battlefield. Players can zoom-in on battles and engage in brief mini-games of one-on-one combat with generals. The game contains some alcohol references in the dialogue (e.g., “Now that you''re drunk""; ""drunken stupor""; “That was some excellent liquor""). The word “bastard” appears in dialogue."
MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,"Windows PC, PlayStation 4, Nintendo Switch",T,"Blood,Drug Reference,Suggestive Themes,Use of Tobacco,Violence","Users Interact (PC,PlayStation 4,Switch)","This is a collection of seven classic Capcom arcade games featuring characters from Marvel comics and various Capcom franchises. Several games feature one-on-one fighting with characters using punches, kicks, energy blasts, and special attacks to drain opponents'' health bars. Fights are highlighted by impact sounds, explosions, and cries of pain. One game allows players to beat up waves of enemy thugs; some characters use weapons such as knives, bats, and pistols. Knife and pistol attacks result in small splashes of blood; one cutscene depicts characters lying in small pools of blood. Some female characters are designed with revealing outfits (e.g., large amounts of cleavage and exposed portions of buttocks). One game depicts a playable character smoking a cigar throughout gameplay. The game contains a handful of drug references: references to a poppy field; a machine packing drugs in the background; a text reference to a ""drug deal."""
Hot Lap Racing,Nintendo Switch,E,No Descriptors,No Interactive Elements,This is a racing game in which players drive vehicles through racing events covering the history of motorsport. Players start with training exercises and can gain access to Formula 1-style races as their careers progress.
Farming Simulator 25,"Macintosh, Windows PC, PlayStation 5, Xbox Series",E,No Descriptors,"Users Interact (MAC,PC,Xbox Series,PlayStation 5)In-Game Purchases (MAC,PC,Xbox Series,PlayStation 5)",This is a farming simulation game in which players run a modern-day farm. Players use agricultural machines to cultivate fields while harvesting and selling crops.
The Legend of Zelda: Echoes of Wisdom,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,"This is an adventure game in which players assume the role of Zelda as she attempts to dispel rifts throughout Hyrule and rescue Link. From a ¾-overhead perspective, players explore various environments while fighting stylized enemies (e.g., humans, creatures). As Link, players use a sword and arrows to defeat enemies; Zelda can use a magic wand to summon creatures (e.g., wind-up knights, pig soldiers, slime) for battle. Some enemies can be defeated by being set on fire; other creatures dissolve into mist when defeated. Battle sequences are somewhat frenetic, with several enemies attacking/fighting at once."
Ace Attorney Investigations Collection,"Windows PC, Nintendo Switch",T,"Blood,Mild Language,Mild Suggestive Themes,Mild Violence",No Interactive Elements,"This is a collection of two mystery-text adventure games in which players help a prosecutor solve a series of murders. As players investigate crime scenes in detail, cutscenes briefly depict characters shot (off-camera) or held at gunpoint. Murder victims are depicted with bloodstained clothing and gunshot/ knife wounds; some corpses are sometimes shown lying in pools of blood. One female character is depicted wearing a low-cut top that reveals deep cleavage. The word “bastard” appears in the game."
EA SPORTS™ College Football 25,"PlayStation 5, Xbox Series",E,No Descriptors,"Users Interact (Xbox Series,PlayStation 5)In-Game Purchases (Includes Random Items) (Xbox Series,PlayStation 5)","This is a football simulation game in which players select from real college rosters to play games of football. Players can customize teams and players, edit rosters, arrange playbooks, and improve their skills."
Super Mario Party Jamboree,Nintendo Switch,E,Mild Fantasy Violence,Users Interact (Switch)In-Game Purchases (Switch),"This is a collection of mini-games (party games) in which players compete to earn stars, coins, and rankings. As players engage in different modes (e.g., board game, rhythm games, puzzle-based games, flying games, mini-games), they encounter or participate in whimsical instances of fantasy violence: cartoony cannons/cannon turrets that shoot at giant characters; avoiding a robot with giant boxing gloves/fists; using over-sized hammers against each other; connecting electric circuits to zap a boss character. Damage is indicated by blinking, comical yelps, and/or dizzy star effects."
Total War: PHARAOH - Dynasties,Windows PC,T,"Alcohol Reference,Mild Language,Violence",No Interactive Elements,No Rating Summary
Turbo Overkill,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",M,"Blood and Gore,Intense Violence,Strong Language",No Interactive Elements,"This is a first-person shooter in which players assume the role of a futuristic bounty hunter (Johnny Nitro) trying to prevent a powerful AI from taking over a city. Players infiltrate building/facilities and use a chainsaw-like weapon, pistols, and electric shotguns to kill enemies (e.g., cyborgs, street punks). The frenetic run-and-gun combat is accompanied by realistic gunfire, large explosions, and frequent blood-splatter effects. Some attacks result in dismemberment/decapitation, causing bloody chunks to stain/litter the environment. Cutscenes depict additional acts of violence and blood/gore: a cyborg thug''s entrails used as a tool; a first-person view of a character''s hands blown off. The word “f**k” is heard in the game."
