Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Chicory: A Colorful Tale,"PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Comic Mischief,Mild Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,No Rating Summary
The Stanley Parable: Ultra Deluxe,"Linux, Macintosh, Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",T,"Drug Reference,Mild Blood,Mild Language,Mild Suggestive Themes,Mild Violence",No Interactive Elements,No Rating Summary
Phantasy Star Online 2 New Genesis,Windows PC,M,"Blood,Partial Nudity,Strong Language,Violence",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),No Rating Summary
2064: Read Only Memories,Nintendo Switch,M,"Blood,Strong Language,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
PJ Masks Power Heroes: Mighty Alliance,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Mild Fantasy Violence,No Interactive Elements,"This is a 2D platformer game in which players help PJ Mask and friends to restore the PJ Power Q and stop an evil villain. Players traverse side-scrolling levels, collect crystals, and use each hero''s superpowers (e.g., wind gusts, disks throw, dash attack) to defeat small enemies (e.g., ninjas, robots). Enemies attack players by punching and using cartoony laser blasts; damage effects include characters falling backwards, getting stunned, and having dizzy stars above their heads."
Lunar Lander Beyond,"PlayStation 5, Nintendo Switch",E10+,"Alcohol Reference,Fantasy Violence,Language",No Interactive Elements,This is an action-adventure game in which players manage explorers searching for a new home planet. Gameplay consists of guiding small spaceships around obstacles while collecting resources and rescuing survivors. Some levels contain missile-shooting turrets and explosive mines; other sequences require players to defeat a large alien that shoots small projectiles at players'' ship. The dialogue briefly references drunken pilots. The words “a*s” and “bastard” appear in the game.
SOUTH PARK: SNOW DAY!,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",M,"Blood,Mature Humor,Strong Language,Violence",No Interactive Elements,"This is a co-op action game in which players explore a town, perform quests, and battle enemy factions during a snowstorm. From a third-person perspective, players use swords, arrows, spells, and special skills to defeat/kill other cartoony children dressed as fantasy characters (e.g., elves, wizards). Combat includes cries of pain, explosions, and frequent blood-splatter effects. The game contains frequent instances of mature and crude humor: cartoon characters smeared with feces; monsters made of feces; characters using flatulence to propel themselves; references to porn/”magazines with b*obs”; old/used condoms fetched to repair a catapult; dialogue such as “Looks kind of juicy, but whatever, as long as it stretches"" and ""They were really racist and homophobic jokes.” In one menu screen, players can add a testicular sack (Chin Balls) to characters'' faces. The words “f**k,” “sh*t,” and “a*shole” appear in the game."
Tokyo Xanadu eX+,Nintendo Switch,T,"Drug Reference,Fantasy Violence,Language,Suggestive Themes",No Interactive Elements,"This is an action role-playing game in which players assume the role of high-school students battling an evil force in Tokyo. From a third-person perspective, players explore dungeons and engage in melee-style combat against enemy creatures (e.g., orcs, demons, gargoyles). Players use swords, spears, and whip blades to kill enemies in frenetic combat. Battles are accompanied by impact sounds, battle cries, and colorful light effects. The game contains some suggestive material: bathhouse sequences in which characters'' breasts jiggle; dialogue such as “And I''m super jealous of your hair...and your spectacular boobs,"" and ""...hot chicks in bikinis. I can''t wait for the weekend to get here!"" The game contains frequent references to fictional drugs in the dialogue (e.g., “It feels hundreds of times better than when we were dependent on drugs”; “He overdosed on the Eclipse drug...""; and “...they were street trash that started dealing drugs.”). The words “sh*t” and “a*shole” are heard in the game."
Party Animals,Windows PC,E10+,"Alcohol Reference,Fantasy Violence",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),"This is a co-operative brawler/fighting game in which players control cartoony animal characters through whimsical battles. Players can punch and grapple rivals or use weapons (e.g., bat, frying pan, tennis racket) to knock out animal foes (e.g., cute puppies, kittens, bunnies, duckies); characters react to damage by wobbling, staggering, and flailing around in comedic, physics-based movements. Combat is highlighted by impact sounds, occasional explosions, and brief slow-motion effects. Character outfits/descriptions occasionally reference alcohol, such as rum and vodka."
Cat Rescue Story,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a simulation game in which players care for cats at an animal rescue shelter. Players can groom the cats, treat their injuries, prevent infections, and match felines to prospective owners."
Gori: Cuddly Carnage,"PlayStation 4, PlayStation 5, Nintendo Switch",M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a toy cat (Gori) trying to save a professor on a post-apocalyptic Earth. Players zoom around on a futuristic hoverboard, explore whimsical cities, and slash at fantastical creatures (e.g., zombie-like unicorns, giant disembodied hands). Combat is fast-paced, with frequent blood-splatter effects and explosions; enemies are often dismembered, and some boss characters are decapitated during final moves. Players can strike repeatedly at a boss character with a fleshy/bloody heart and lungs. The words “f**k,” “sh*t,” and “a*shole” appear in the game."
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,Nintendo Switch,E10+,"Comic Mischief,Fantasy Violence,Use of Alcohol",No Interactive Elements,"This is an adventure role-playing game in which players assume the role of a wanderer searching for island treasure. From a ¾-overhead perspective, players explore towns, interact with characters, and fight their way through dungeons. Players use swords and arrows to defeat fantastical enemies (e.g., elemental ninjas, spearfish) in turn-based combat. Battles are highlighted by impact sounds, light effects, and dwindling health bars; enemies generally disappear when defeated. During battles, players can consume sweet potatoes, resulting in flatulence cloud effects and accompanying text (e.g., “Makes you fart, sending all beings in the room running.”). One sequence depicts a drunk character (e.g., hiccupping, swaying) that is referred to as “a lousy lush.”"
